equivalence,group_id,group_size,sources,record_id,paper_dataset,original_problem_id,source_eq_id,target_eq_id,equation1,equation2
exact,exact_3f4348a0f3acad91,2,alps4141+austin96,austin96::order5_austin_unknown_E9680_to_E2,austin96,order5_austin_unknown_E9680_to_E2,9680,2,x = y * ((z * y) * (y * (x * y))),x = y
exact,exact_3f4348a0f3acad91,2,alps4141+austin96,alps4141::alps_67ff1cfa553b_to_Equation2,alps4141,alps_67ff1cfa553b_to_Equation2,9000066,2,x =  y * ((z * y) * (y * (x * y))),x = y
exact,exact_ffb401b8a9891ac3,2,alps4141+austin96,austin96::order5_austin_unknown_E8485_to_E2,austin96,order5_austin_unknown_E8485_to_E2,8485,2,x = y * (x * (((z * x) * y) * y)),x = y
exact,exact_ffb401b8a9891ac3,2,alps4141+austin96,alps4141::alps_c4d983096970_to_Equation2,alps4141,alps_c4d983096970_to_Equation2,9000067,2,x =  y * (x * (((z * x) * y) * y)),x = y
exact,exact_afc4cab79f555859,2,alps4141+austin96,austin96::order5_austin_unknown_E7587_to_E2,austin96,order5_austin_unknown_E7587_to_E2,7587,2,x = y * (x * ((y * (z * x)) * y)),x = y
exact,exact_afc4cab79f555859,2,alps4141+austin96,alps4141::alps_bbb2c58cf351_to_Equation2,alps4141,alps_bbb2c58cf351_to_Equation2,9000068,2,x =  y * (x * ((y * (z * x)) * y)),x = y
exact,exact_a9927d60c4a6e1ca,2,alps4141+austin96,austin96::order5_austin_unknown_E5833_to_E2,austin96,order5_austin_unknown_E5833_to_E2,5833,2,x = y * (x * (y * ((z * x) * y))),x = y
exact,exact_a9927d60c4a6e1ca,2,alps4141+austin96,alps4141::alps_9ebc4d65a90f_to_Equation2,alps4141,alps_9ebc4d65a90f_to_Equation2,9000069,2,x =  y * (x * (y * ((z * x) * y))),x = y
exact,exact_1399542290f07669,2,alps4141+austin96,austin96::order5_austin_unknown_E5834_to_E2,austin96,order5_austin_unknown_E5834_to_E2,5834,2,x = y * (x * (y * ((z * x) * z))),x = y
exact,exact_1399542290f07669,2,alps4141+austin96,alps4141::alps_42821b31d54f_to_Equation2,alps4141,alps_42821b31d54f_to_Equation2,9000070,2,x =  y * (x * (y * ((z * x) * z))),x = y
exact,exact_f7ceba9c3bedf356,2,alps4141+austin96,austin96::order5_austin_unknown_E5837_to_E2,austin96,order5_austin_unknown_E5837_to_E2,5837,2,x = y * (x * (y * ((z * y) * y))),x = y
exact,exact_f7ceba9c3bedf356,2,alps4141+austin96,alps4141::alps_759c864e1066_to_Equation2,alps4141,alps_759c864e1066_to_Equation2,9000071,2,x =  y * (x * (y * ((z * y) * y))),x = y
exact,exact_530de1cb95a89343,2,alps4141+austin96,austin96::order5_austin_unknown_E4952_to_E2,austin96,order5_austin_unknown_E4952_to_E2,4952,2,x = y * (x * (y * (y * (z * y)))),x = y
exact,exact_530de1cb95a89343,2,alps4141+austin96,alps4141::alps_41f9c3868374_to_Equation2,alps4141,alps_41f9c3868374_to_Equation2,9000072,2,x =  y * (x * (y * (y * (z * y)))),x = y
exact,exact_88c090e644067da7,2,alps4141+austin96,austin96::order5_austin_unknown_E7701_to_E2,austin96,order5_austin_unknown_E7701_to_E2,7701,2,x = y * (y * ((x * (z * x)) * y)),x = y
exact,exact_88c090e644067da7,2,alps4141+austin96,alps4141::alps_2ac3e80fbf49_to_Equation2,alps4141,alps_2ac3e80fbf49_to_Equation2,9000073,2,x =  y * (y * ((x * (z * x)) * y)),x = y
exact,exact_54a6a1c3adb30bf4,2,alps4141+austin96,austin96::order5_austin_unknown_E7755_to_E2,austin96,order5_austin_unknown_E7755_to_E2,7755,2,x = y * (y * ((z * (x * x)) * y)),x = y
exact,exact_54a6a1c3adb30bf4,2,alps4141+austin96,alps4141::alps_f0fc95d76e91_to_Equation2,alps4141,alps_f0fc95d76e91_to_Equation2,9000074,2,x =  y * (y * ((z * (x * x)) * y)),x = y
exact,exact_45787e22ea84935d,2,alps4141+austin96,austin96::order5_austin_unknown_E7763_to_E2,austin96,order5_austin_unknown_E7763_to_E2,7763,2,x = y * (y * ((z * (x * z)) * y)),x = y
exact,exact_45787e22ea84935d,2,alps4141+austin96,alps4141::alps_1edac6ec42ba_to_Equation2,alps4141,alps_1edac6ec42ba_to_Equation2,9000075,2,x =  y * (y * ((z * (x * z)) * y)),x = y
exact,exact_ef7953de6bff6f8b,2,alps4141+austin96,austin96::order5_austin_unknown_E6895_to_E2,austin96,order5_austin_unknown_E6895_to_E2,6895,2,x = y * (y * ((z * y) * (x * y))),x = y
exact,exact_ef7953de6bff6f8b,2,alps4141+austin96,alps4141::alps_a323382085a6_to_Equation2,alps4141,alps_a323382085a6_to_Equation2,9000076,2,x =  y * (y * ((z * y) * (x * y))),x = y
exact,exact_4924530fd4d419bc,2,alps4141+austin96,austin96::order5_austin_unknown_E6912_to_E2,austin96,order5_austin_unknown_E6912_to_E2,6912,2,x = y * (y * ((z * z) * (x * y))),x = y
exact,exact_4924530fd4d419bc,2,alps4141+austin96,alps4141::alps_6936d5aa0932_to_Equation2,alps4141,alps_6936d5aa0932_to_Equation2,9000077,2,x =  y * (y * ((z * z) * (x * y))),x = y
exact,exact_8ac58827f848bee0,2,alps4141+austin96,austin96::order5_austin_unknown_E5947_to_E2,austin96,order5_austin_unknown_E5947_to_E2,5947,2,x = y * (y * (x * ((z * x) * y))),x = y
exact,exact_8ac58827f848bee0,2,alps4141+austin96,alps4141::alps_8654a82c1a7e_to_Equation2,alps4141,alps_8654a82c1a7e_to_Equation2,9000078,2,x =  y * (y * (x * ((z * x) * y))),x = y
exact,exact_70ac799057fa6e33,2,alps4141+austin96,austin96::order5_austin_unknown_E5951_to_E2,austin96,order5_austin_unknown_E5951_to_E2,5951,2,x = y * (y * (x * ((z * y) * y))),x = y
exact,exact_70ac799057fa6e33,2,alps4141+austin96,alps4141::alps_68f46cff59e2_to_Equation2,alps4141,alps_68f46cff59e2_to_Equation2,9000079,2,x =  y * (y * (x * ((z * y) * y))),x = y
exact,exact_fa94417fa2f7a25a,2,alps4141+austin96,austin96::order5_austin_unknown_E5066_to_E2,austin96,order5_austin_unknown_E5066_to_E2,5066,2,x = y * (y * (x * (y * (z * y)))),x = y
exact,exact_fa94417fa2f7a25a,2,alps4141+austin96,alps4141::alps_23001474ada3_to_Equation2,alps4141,alps_23001474ada3_to_Equation2,9000080,2,x =  y * (y * (x * (y * (z * y)))),x = y
exact,exact_5a228f0f4d963476,2,alps4141+austin96,austin96::order5_austin_unknown_E5107_to_E2,austin96,order5_austin_unknown_E5107_to_E2,5107,2,x = y * (y * (y * (z * (x * y)))),x = y
exact,exact_5a228f0f4d963476,2,alps4141+austin96,alps4141::alps_b49adf2c2e2f_to_Equation2,alps4141,alps_b49adf2c2e2f_to_Equation2,9000081,2,x =  y * (y * (y * (z * (x * y)))),x = y
exact,exact_e96add2948e4007e,2,alps4141+austin96,austin96::order5_austin_unknown_E5141_to_E2,austin96,order5_austin_unknown_E5141_to_E2,5141,2,x = y * (y * (z * (y * (x * y)))),x = y
exact,exact_e96add2948e4007e,2,alps4141+austin96,alps4141::alps_74bbe4a8656b_to_Equation2,alps4141,alps_74bbe4a8656b_to_Equation2,9000082,2,x =  y * (y * (z * (y * (x * y)))),x = y
exact,exact_f4e1fcae6448ef0a,2,alps4141+austin96,austin96::order5_austin_unknown_E5295_to_E2,austin96,order5_austin_unknown_E5295_to_E2,5295,2,x = y * (z * (y * (y * (x * y)))),x = y
exact,exact_f4e1fcae6448ef0a,2,alps4141+austin96,alps4141::alps_c0a5fb16e2d7_to_Equation2,alps4141,alps_c0a5fb16e2d7_to_Equation2,9000083,2,x =  y * (z * (y * (y * (x * y)))),x = y
alpha,alpha_940b22afaff7e08e,2,alps4141+austin96,austin96::order5_austin_unknown_E40909_to_E2,austin96,order5_austin_unknown_E40909_to_E2,40909,2,x = ((((y * x) * y) * y) * z) * y,x = y
alpha,alpha_940b22afaff7e08e,2,alps4141+austin96,alps4141::alps_ef8ed96e525e_to_Equation2,alps4141,alps_ef8ed96e525e_to_Equation2,9000001,2,x =  ((((y * x) * y) * y) * z) * y,x = y
alpha,alpha_c392b12bc439f585,2,alps4141+austin96,austin96::order5_austin_unknown_E41253_to_E2,austin96,order5_austin_unknown_E41253_to_E2,41253,2,x = ((((y * z) * y) * y) * x) * z,x = y
alpha,alpha_c392b12bc439f585,2,alps4141+austin96,alps4141::alps_33e0f69d0242_to_Equation2,alps4141,alps_33e0f69d0242_to_Equation2,9000005,2,x =  ((((y * z) * y) * y) * x) * z,x = y
alpha,alpha_52ffcf0b85094cd8,2,alps4141+austin96,austin96::order5_austin_unknown_E41239_to_E2,austin96,order5_austin_unknown_E41239_to_E2,41239,2,x = ((((y * z) * y) * x) * y) * y,x = y
alpha,alpha_52ffcf0b85094cd8,2,alps4141+austin96,alps4141::alps_b053d2a06e12_to_Equation2,alps4141,alps_b053d2a06e12_to_Equation2,9000004,2,x =  ((((y * z) * y) * x) * y) * y,x = y
alpha,alpha_05e5ef7cc0c63ea9,2,alps4141+austin96,austin96::order5_austin_unknown_E40914_to_E2,austin96,order5_austin_unknown_E40914_to_E2,40914,2,x = ((((y * x) * y) * z) * x) * z,x = y
alpha,alpha_05e5ef7cc0c63ea9,2,alps4141+austin96,alps4141::alps_1c0b64ba253c_to_Equation2,alps4141,alps_1c0b64ba253c_to_Equation2,9000002,2,x =  ((((y * x) * y) * z) * x) * z,x = y
alpha,alpha_e6229d7deddfba79,2,alps4141+austin96,austin96::order5_austin_unknown_E41179_to_E2,austin96,order5_austin_unknown_E41179_to_E2,41179,2,x = ((((y * z) * x) * y) * y) * y,x = y
alpha,alpha_e6229d7deddfba79,2,alps4141+austin96,alps4141::alps_65ea2cf821fc_to_Equation2,alps4141,alps_65ea2cf821fc_to_Equation2,9000003,2,x =  ((((y * z) * x) * y) * y) * y,x = y
alpha,alpha_45a982ce738419b9,2,alps4141+austin96,austin96::order5_austin_unknown_E40221_to_E2,austin96,order5_austin_unknown_E40221_to_E2,40221,2,x = (((y * (y * z)) * y) * x) * y,x = y
alpha,alpha_45a982ce738419b9,2,alps4141+austin96,alps4141::alps_59c4d40203e1_to_Equation2,alps4141,alps_59c4d40203e1_to_Equation2,9000010,2,x =  (((y * (y * z)) * y) * x) * y,x = y
alpha,alpha_fa33660da2ecd625,2,alps4141+austin96,austin96::order5_austin_unknown_E40208_to_E2,austin96,order5_austin_unknown_E40208_to_E2,40208,2,x = (((y * (y * z)) * x) * y) * y,x = y
alpha,alpha_fa33660da2ecd625,2,alps4141+austin96,alps4141::alps_24226510ea8d_to_Equation2,alps4141,alps_24226510ea8d_to_Equation2,9000009,2,x =  (((y * (y * z)) * x) * y) * y,x = y
alpha,alpha_c842906a6e48bfc7,2,alps4141+austin96,austin96::order5_austin_unknown_E40037_to_E2,austin96,order5_austin_unknown_E40037_to_E2,40037,2,x = (((y * (x * y)) * z) * x) * z,x = y
alpha,alpha_c842906a6e48bfc7,2,alps4141+austin96,alps4141::alps_f22c976b5a81_to_Equation2,alps4141,alps_f22c976b5a81_to_Equation2,9000006,2,x =  (((y * (x * y)) * z) * x) * z,x = y
alpha,alpha_ce6adeae653f664d,2,alps4141+austin96,austin96::order5_austin_unknown_E40070_to_E2,austin96,order5_austin_unknown_E40070_to_E2,40070,2,x = (((y * (x * z)) * y) * x) * y,x = y
alpha,alpha_ce6adeae653f664d,2,alps4141+austin96,alps4141::alps_37734d7c3058_to_Equation2,alps4141,alps_37734d7c3058_to_Equation2,9000008,2,x =  (((y * (x * z)) * y) * x) * y,x = y
alpha,alpha_d90140804641b968,2,alps4141+austin96,austin96::order5_austin_unknown_E40057_to_E2,austin96,order5_austin_unknown_E40057_to_E2,40057,2,x = (((y * (x * z)) * x) * y) * y,x = y
alpha,alpha_d90140804641b968,2,alps4141+austin96,alps4141::alps_8f54e4f4ed21_to_Equation2,alps4141,alps_8f54e4f4ed21_to_Equation2,9000007,2,x =  (((y * (x * z)) * x) * y) * y,x = y
alpha,alpha_72991ac285499f67,2,alps4141+austin96,austin96::order5_austin_unknown_E36638_to_E2,austin96,order5_austin_unknown_E36638_to_E2,36638,2,x = (((y * y) * x) * (y * z)) * y,x = y
alpha,alpha_72991ac285499f67,2,alps4141+austin96,alps4141::alps_0314c4278387_to_Equation2,alps4141,alps_0314c4278387_to_Equation2,9000017,2,x =  (((y * y) * x) * (y * z)) * y,x = y
alpha,alpha_079fb07ae8fc734c,2,alps4141+austin96,austin96::order5_austin_unknown_E36713_to_E2,austin96,order5_austin_unknown_E36713_to_E2,36713,2,x = (((y * y) * z) * (y * x)) * y,x = y
alpha,alpha_079fb07ae8fc734c,2,alps4141+austin96,alps4141::alps_69629f506446_to_Equation2,alps4141,alps_69629f506446_to_Equation2,9000018,2,x =  (((y * y) * z) * (y * x)) * y,x = y
alpha,alpha_6fba28af55275b82,2,alps4141+austin96,austin96::order5_austin_unknown_E36714_to_E2,austin96,order5_austin_unknown_E36714_to_E2,36714,2,x = (((y * y) * z) * (y * x)) * z,x = y
alpha,alpha_6fba28af55275b82,2,alps4141+austin96,alps4141::alps_284714b901e2_to_Equation2,alps4141,alps_284714b901e2_to_Equation2,9000019,2,x =  (((y * y) * z) * (y * x)) * z,x = y
alpha,alpha_481260fc651a16ac,2,alps4141+austin96,austin96::order5_austin_unknown_E39163_to_E2,austin96,order5_austin_unknown_E39163_to_E2,39163,2,x = (((y * x) * (y * z)) * y) * y,x = y
alpha,alpha_481260fc651a16ac,2,alps4141+austin96,alps4141::alps_f43e0e47fa62_to_Equation2,alps4141,alps_f43e0e47fa62_to_Equation2,9000012,2,x =  (((y * x) * (y * z)) * y) * y,x = y
alpha,alpha_9856963ad3231e9b,2,alps4141+austin96,austin96::order5_austin_unknown_E39485_to_E2,austin96,order5_austin_unknown_E39485_to_E2,39485,2,x = (((y * z) * (y * x)) * y) * y,x = y
alpha,alpha_9856963ad3231e9b,2,alps4141+austin96,alps4141::alps_a87f41c03efb_to_Equation2,alps4141,alps_a87f41c03efb_to_Equation2,9000020,2,x =  (((y * z) * (y * x)) * y) * y,x = y
alpha,alpha_f1950cc67622078f,2,alps4141+austin96,austin96::order5_austin_unknown_E39126_to_E2,austin96,order5_austin_unknown_E39126_to_E2,39126,2,x = (((y * x) * (x * z)) * y) * y,x = y
alpha,alpha_f1950cc67622078f,2,alps4141+austin96,alps4141::alps_cfe08066ab0e_to_Equation2,alps4141,alps_cfe08066ab0e_to_Equation2,9000011,2,x =  (((y * x) * (x * z)) * y) * y,x = y
alpha,alpha_1147464fdbc2ec9a,2,alps4141+austin96,austin96::order5_austin_unknown_E39214_to_E2,austin96,order5_austin_unknown_E39214_to_E2,39214,2,x = (((y * x) * (z * z)) * y) * y,x = y
alpha,alpha_1147464fdbc2ec9a,2,alps4141+austin96,alps4141::alps_f7a8cca6e60b_to_Equation2,alps4141,alps_f7a8cca6e60b_to_Equation2,9000013,2,x =  (((y * x) * (z * z)) * y) * y,x = y
alpha,alpha_b065260bd365c5ee,2,alps4141+austin96,austin96::order5_austin_unknown_E36524_to_E2,austin96,order5_austin_unknown_E36524_to_E2,36524,2,x = (((y * x) * y) * (y * z)) * y,x = y
alpha,alpha_b065260bd365c5ee,2,alps4141+austin96,alps4141::alps_a75197ba71c2_to_Equation2,alps4141,alps_a75197ba71c2_to_Equation2,9000016,2,x =  (((y * x) * y) * (y * z)) * y,x = y
alpha,alpha_01f0df5040ffffa0,2,alps4141+austin96,austin96::order5_austin_unknown_E36867_to_E2,austin96,order5_austin_unknown_E36867_to_E2,36867,2,x = (((y * z) * y) * (y * x)) * y,x = y
alpha,alpha_01f0df5040ffffa0,2,alps4141+austin96,alps4141::alps_788bc8c71235_to_Equation2,alps4141,alps_788bc8c71235_to_Equation2,9000021,2,x =  (((y * z) * y) * (y * x)) * y,x = y
alpha,alpha_4deadf342e5d70a5,2,alps4141+austin96,austin96::order5_austin_unknown_E36514_to_E2,austin96,order5_austin_unknown_E36514_to_E2,36514,2,x = (((y * x) * y) * (x * z)) * y,x = y
alpha,alpha_4deadf342e5d70a5,2,alps4141+austin96,alps4141::alps_6971ac9553e4_to_Equation2,alps4141,alps_6971ac9553e4_to_Equation2,9000015,2,x =  (((y * x) * y) * (x * z)) * y,x = y
alpha,alpha_bafb6b9df6dbdb1e,2,alps4141+austin96,austin96::order5_austin_unknown_E36487_to_E2,austin96,order5_austin_unknown_E36487_to_E2,36487,2,x = (((y * x) * x) * (y * z)) * y,x = y
alpha,alpha_bafb6b9df6dbdb1e,2,alps4141+austin96,alps4141::alps_bb917a83c330_to_Equation2,alps4141,alps_bb917a83c330_to_Equation2,9000014,2,x =  (((y * x) * x) * (y * z)) * y,x = y
alpha,alpha_ba3d61bf142ac240,2,alps4141,alps4141::alps_8398806acbf8_to_Equation2,alps4141,alps_8398806acbf8_to_Equation2,9001532,2,x = (((y * ((x * ((w * x) * z)) * x)) * y) * y),x = y
alpha,alpha_ba3d61bf142ac240,2,alps4141,alps4141::alps_553ffcdb02cf_to_Equation2,alps4141,alps_553ffcdb02cf_to_Equation2,9001544,2,x = (((y * ((x * ((z * x) * w)) * x)) * y) * y),x = y
alpha,alpha_4114c091664b3559,2,alps4141+austin96,austin96::order5_austin_unknown_E38249_to_E2,austin96,order5_austin_unknown_E38249_to_E2,38249,2,x = ((y * ((x * x) * z)) * y) * y,x = y
alpha,alpha_4114c091664b3559,2,alps4141+austin96,alps4141::alps_4157824084b3_to_Equation2,alps4141,alps_4157824084b3_to_Equation2,9000022,2,x =  ((y * ((x * x) * z)) * y) * y,x = y
alpha,alpha_9d8517402d64f397,2,alps4141+austin96,austin96::order5_austin_unknown_E38316_to_E2,austin96,order5_austin_unknown_E38316_to_E2,38316,2,x = ((y * ((x * z) * y)) * x) * y,x = y
alpha,alpha_9d8517402d64f397,2,alps4141+austin96,alps4141::alps_a2f0ae56f7b8_to_Equation2,alps4141,alps_a2f0ae56f7b8_to_Equation2,9000024,2,x =  ((y * ((x * z) * y)) * x) * y,x = y
alpha,alpha_55da7536dc3240ad,2,alps4141+austin96,austin96::order5_austin_unknown_E38303_to_E2,austin96,order5_austin_unknown_E38303_to_E2,38303,2,x = ((y * ((x * z) * x)) * y) * y,x = y
alpha,alpha_55da7536dc3240ad,2,alps4141+austin96,alps4141::alps_a81ce0fe4b15_to_Equation2,alps4141,alps_a81ce0fe4b15_to_Equation2,9000023,2,x =  ((y * ((x * z) * x)) * y) * y,x = y
alpha,alpha_ce2678890ec77ce8,2,alps4141+austin96,austin96::order5_austin_unknown_E38565_to_E2,austin96,order5_austin_unknown_E38565_to_E2,38565,2,x = ((y * ((z * x) * z)) * y) * y,x = y
alpha,alpha_ce2678890ec77ce8,2,alps4141+austin96,alps4141::alps_37a16d42de2f_to_Equation2,alps4141,alps_37a16d42de2f_to_Equation2,9000025,2,x =  ((y * ((z * x) * z)) * y) * y,x = y
alpha,alpha_260e21f6f1bdaa36,2,alps4141+austin96,austin96::order5_austin_unknown_E37519_to_E2,austin96,order5_austin_unknown_E37519_to_E2,37519,2,x = ((y * (y * (x * z))) * x) * y,x = y
alpha,alpha_260e21f6f1bdaa36,2,alps4141+austin96,alps4141::alps_ac6f98b7c005_to_Equation2,alps4141,alps_ac6f98b7c005_to_Equation2,9000027,2,x =  ((y * (y * (x * z))) * x) * y,x = y
alpha,alpha_5b3083c07b89b586,2,alps4141+austin96,austin96::order5_austin_unknown_E35836_to_E2,austin96,order5_austin_unknown_E35836_to_E2,35836,2,x = ((y * (y * z)) * (y * x)) * y,x = y
alpha,alpha_5b3083c07b89b586,2,alps4141+austin96,alps4141::alps_7dd9f8dc6a01_to_Equation2,alps4141,alps_7dd9f8dc6a01_to_Equation2,9000029,2,x =  ((y * (y * z)) * (y * x)) * y,x = y
alpha,alpha_316aebe0b41b93bc,2,alps4141+austin96,austin96::order5_austin_unknown_E27859_to_E2,austin96,order5_austin_unknown_E27859_to_E2,27859,2,x = ((y * (y * x)) * x) * (z * z),x = y
alpha,alpha_316aebe0b41b93bc,2,alps4141+austin96,alps4141::alps_ea36ed16fdb5_to_Equation2,alps4141,alps_ea36ed16fdb5_to_Equation2,9000028,2,x =  ((y * (y * x)) * x) * (z * z),x = y
alpha,alpha_1178b8e407090b34,2,alps4141+austin96,austin96::order5_austin_unknown_E35685_to_E2,austin96,order5_austin_unknown_E35685_to_E2,35685,2,x = ((y * (x * z)) * (y * x)) * y,x = y
alpha,alpha_1178b8e407090b34,2,alps4141+austin96,alps4141::alps_753a494a6acf_to_Equation2,alps4141,alps_753a494a6acf_to_Equation2,9000026,2,x =  ((y * (x * z)) * (y * x)) * y,x = y
alpha,alpha_f9caf4e4f5a0bc0e,2,alps4141+austin96,austin96::order5_austin_unknown_E34888_to_E2,austin96,order5_austin_unknown_E34888_to_E2,34888,2,x = ((y * y) * ((x * z) * x)) * y,x = y
alpha,alpha_f9caf4e4f5a0bc0e,2,alps4141+austin96,alps4141::alps_37ef095c0b7a_to_Equation2,alps4141,alps_37ef095c0b7a_to_Equation2,9000033,2,x =  ((y * y) * ((x * z) * x)) * y,x = y
alpha,alpha_d30f8271f80daf74,2,alps4141+austin96,austin96::order5_austin_unknown_E34889_to_E2,austin96,order5_austin_unknown_E34889_to_E2,34889,2,x = ((y * y) * ((x * z) * x)) * z,x = y
alpha,alpha_d30f8271f80daf74,2,alps4141+austin96,alps4141::alps_d94cc63c4e10_to_Equation2,alps4141,alps_d94cc63c4e10_to_Equation2,9000034,2,x =  ((y * y) * ((x * z) * x)) * z,x = y
alpha,alpha_8aa97bbd13292ef2,2,alps4141+austin96,austin96::order5_austin_unknown_E33998_to_E2,austin96,order5_austin_unknown_E33998_to_E2,33998,2,x = ((y * y) * (x * (x * z))) * z,x = y
alpha,alpha_8aa97bbd13292ef2,2,alps4141+austin96,alps4141::alps_8a4684939608_to_Equation2,alps4141,alps_8a4684939608_to_Equation2,9000035,2,x =  ((y * y) * (x * (x * z))) * z,x = y
alpha,alpha_bc02a4bd273b592e,2,alps4141+austin96,austin96::order5_austin_unknown_E34778_to_E2,austin96,order5_austin_unknown_E34778_to_E2,34778,2,x = ((y * x) * ((y * z) * y)) * y,x = y
alpha,alpha_bc02a4bd273b592e,2,alps4141+austin96,alps4141::alps_a5931cfa5e0f_to_Equation2,alps4141,alps_a5931cfa5e0f_to_Equation2,9000030,2,x =  ((y * x) * ((y * z) * y)) * y,x = y
alpha,alpha_3a7b3c78652e0409,2,alps4141+austin96,austin96::order5_austin_unknown_E35100_to_E2,austin96,order5_austin_unknown_E35100_to_E2,35100,2,x = ((y * z) * ((y * x) * y)) * y,x = y
alpha,alpha_3a7b3c78652e0409,2,alps4141+austin96,alps4141::alps_98f1e81f7af4_to_Equation2,alps4141,alps_98f1e81f7af4_to_Equation2,9000037,2,x =  ((y * z) * ((y * x) * y)) * y,x = y
alpha,alpha_aa1aab33006fe928,2,alps4141+austin96,austin96::order5_austin_unknown_E35036_to_E2,austin96,order5_austin_unknown_E35036_to_E2,35036,2,x = ((y * z) * ((x * y) * x)) * y,x = y
alpha,alpha_aa1aab33006fe928,2,alps4141+austin96,alps4141::alps_d131c2197cba_to_Equation2,alps4141,alps_d131c2197cba_to_Equation2,9000036,2,x =  ((y * z) * ((x * y) * x)) * y,x = y
alpha,alpha_a945a9dacf903c7f,2,alps4141+austin96,austin96::order5_austin_unknown_E33883_to_E2,austin96,order5_austin_unknown_E33883_to_E2,33883,2,x = ((y * x) * (y * (x * z))) * y,x = y
alpha,alpha_a945a9dacf903c7f,2,alps4141+austin96,alps4141::alps_f295fd4f07be_to_Equation2,alps4141,alps_f295fd4f07be_to_Equation2,9000031,2,x =  ((y * x) * (y * (x * z))) * y,x = y
alpha,alpha_e4f3194cf844515e,2,alps4141+austin96,austin96::order5_austin_unknown_E33884_to_E2,austin96,order5_austin_unknown_E33884_to_E2,33884,2,x = ((y * x) * (y * (x * z))) * z,x = y
alpha,alpha_e4f3194cf844515e,2,alps4141+austin96,alps4141::alps_eab11fb7cbbc_to_Equation2,alps4141,alps_eab11fb7cbbc_to_Equation2,9000032,2,x =  ((y * x) * (y * (x * z))) * z,x = y
alpha,alpha_81d16e5f49d41f37,2,alps4141+austin96,austin96::order5_austin_unknown_E33020_to_E2,austin96,order5_austin_unknown_E33020_to_E2,33020,2,x = (y * (((x * y) * z) * x)) * y,x = y
alpha,alpha_81d16e5f49d41f37,2,alps4141+austin96,alps4141::alps_6b67c0715468_to_Equation2,alps4141,alps_6b67c0715468_to_Equation2,9000038,2,x =  (y * (((x * y) * z) * x)) * y,x = y
alpha,alpha_1a16b219625373aa,2,alps4141+austin96,austin96::order5_austin_unknown_E32280_to_E2,austin96,order5_austin_unknown_E32280_to_E2,32280,2,x = (y * ((y * (y * x)) * z)) * y,x = y
alpha,alpha_1a16b219625373aa,2,alps4141+austin96,alps4141::alps_a18c024f830c_to_Equation2,alps4141,alps_a18c024f830c_to_Equation2,9000039,2,x =  (y * ((y * (y * x)) * z)) * y,x = y
alpha,alpha_9ede528e92d92771,2,alps4141+austin96,austin96::order5_austin_unknown_E32294_to_E2,austin96,order5_austin_unknown_E32294_to_E2,32294,2,x = (y * ((y * (y * z)) * x)) * y,x = y
alpha,alpha_9ede528e92d92771,2,alps4141+austin96,alps4141::alps_e3712dc07af0_to_Equation2,alps4141,alps_e3712dc07af0_to_Equation2,9000041,2,x =  (y * ((y * (y * z)) * x)) * y,x = y
alpha,alpha_cb6322e4e8aa1411,2,alps4141+austin96,austin96::order5_austin_unknown_E32281_to_E2,austin96,order5_austin_unknown_E32281_to_E2,32281,2,x = (y * ((y * (y * x)) * z)) * z,x = y
alpha,alpha_cb6322e4e8aa1411,2,alps4141+austin96,alps4141::alps_8959f7265a45_to_Equation2,alps4141,alps_8959f7265a45_to_Equation2,9000040,2,x =  (y * ((y * (y * x)) * z)) * z,x = y
alpha,alpha_7f5a60aa6ddf4850,2,alps4141+austin96,austin96::order5_austin_unknown_E26105_to_E2,austin96,order5_austin_unknown_E26105_to_E2,26105,2,x = (y * ((y * x) * x)) * (z * z),x = y
alpha,alpha_7f5a60aa6ddf4850,2,alps4141+austin96,alps4141::alps_2871d801403c_to_Equation2,alps4141,alps_2871d801403c_to_Equation2,9000042,2,x =  (y * ((y * x) * x)) * (z * z),x = y
alpha,alpha_b4ff74cc66a05070,2,alps4141+austin96,austin96::order5_austin_unknown_E22634_to_E2,austin96,order5_austin_unknown_E22634_to_E2,22634,2,x = (y * (y * y)) * ((x * z) * z),x = y
alpha,alpha_b4ff74cc66a05070,2,alps4141+austin96,alps4141::alps_7389dfd73915_to_Equation2,alps4141,alps_7389dfd73915_to_Equation2,9000044,2,x =  (y * (y * y)) * ((x * z) * z),x = y
alpha,alpha_e858c5c398025e67,2,alps4141+austin96,austin96::order5_austin_unknown_E22619_to_E2,austin96,order5_austin_unknown_E22619_to_E2,22619,2,x = (y * (y * x)) * ((z * z) * z),x = y
alpha,alpha_e858c5c398025e67,2,alps4141+austin96,alps4141::alps_5f6e2e021a7a_to_Equation2,alps4141,alps_5f6e2e021a7a_to_Equation2,9000043,2,x =  (y * (y * x)) * ((z * z) * z),x = y
alpha,alpha_1e540c867385bef7,2,alps4141+austin96,austin96::order5_austin_unknown_E19966_to_E2,austin96,order5_austin_unknown_E19966_to_E2,19966,2,x = (y * y) * ((x * (x * z)) * z),x = y
alpha,alpha_1e540c867385bef7,2,alps4141+austin96,alps4141::alps_08a40e6305c5_to_Equation2,alps4141,alps_08a40e6305c5_to_Equation2,9000045,2,x =  (y * y) * ((x * (x * z)) * z),x = y
