equivalence_group_id,representative_record_id,member_count,provenance_sources,member_record_ids,vampire_statuses,eprover_statuses,twee_complete_statuses,theorem_any,counter_satisfiable_any,scientific_conflict
alpha_68237f6995813c9e,alps4141::alps_30f3b0262ba3_to_Equation2,1,alps4141,alps4141::alps_30f3b0262ba3_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c4ecdc3628956567,alps4141::alps_4e506b7dcb9a_to_Equation2,1,alps4141,alps4141::alps_4e506b7dcb9a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_1aaf0ad8974af30f,alps4141::alps_ce7fb6af5e12_to_Equation2,1,alps4141,alps4141::alps_ce7fb6af5e12_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_f52603c4402aec9d,alps4141::alps_cc772b9a0721_to_Equation2,1,alps4141,alps4141::alps_cc772b9a0721_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_3ab1a202384482d7,alps4141::alps_e6f0cabb2e13_to_Equation2,1,alps4141,alps4141::alps_e6f0cabb2e13_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_33a8ddbb4672b580,alps4141::alps_f1e1404f46ff_to_Equation2,1,alps4141,alps4141::alps_f1e1404f46ff_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_99b6a5dc4aa0a237,alps4141::alps_911cb1df6c3d_to_Equation2,1,alps4141,alps4141::alps_911cb1df6c3d_to_Equation2,theorem,resource_exhausted,theorem,True,False,False
alpha_fddecdb811469938,alps4141::alps_8dffea7ffd61_to_Equation2,1,alps4141,alps4141::alps_8dffea7ffd61_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_241c9a517bbb40b5,alps4141::alps_162bb9c12d70_to_Equation2,1,alps4141,alps4141::alps_162bb9c12d70_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_67039dbc52b35641,alps4141::alps_ca4a6a049c77_to_Equation2,1,alps4141,alps4141::alps_ca4a6a049c77_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0dd1cdfa34b458fb,alps4141::alps_be1d9016c9fe_to_Equation2,1,alps4141,alps4141::alps_be1d9016c9fe_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_daf11e7f1fa094bc,alps4141::alps_a31ffd41efa1_to_Equation2,1,alps4141,alps4141::alps_a31ffd41efa1_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_261c9b6b59847c37,alps4141::alps_6b646851a646_to_Equation2,1,alps4141,alps4141::alps_6b646851a646_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_6eb72c681363963f,alps4141::alps_fa78f490cbd3_to_Equation2,1,alps4141,alps4141::alps_fa78f490cbd3_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c0df87be4c548fbe,alps4141::alps_d8b20a0a2239_to_Equation2,1,alps4141,alps4141::alps_d8b20a0a2239_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_a9cefeea1d0bbbf9,alps4141::alps_8bb5d9ebd6c5_to_Equation2,1,alps4141,alps4141::alps_8bb5d9ebd6c5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_11a99b5858e44152,alps4141::alps_175f0236b99e_to_Equation2,1,alps4141,alps4141::alps_175f0236b99e_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
alpha_6acce0c7eac2d6db,alps4141::alps_fa3d32041560_to_Equation2,1,alps4141,alps4141::alps_fa3d32041560_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_60fe0638e3592fc4,alps4141::alps_8d070da39956_to_Equation2,1,alps4141,alps4141::alps_8d070da39956_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e347a0161d6da852,alps4141::alps_07266d38c625_to_Equation2,1,alps4141,alps4141::alps_07266d38c625_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_296f2cf23dad8f1a,alps4141::alps_95ef8f70ead3_to_Equation2,1,alps4141,alps4141::alps_95ef8f70ead3_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
alpha_8cc882e6e9249ac8,alps4141::alps_e8342dc399de_to_Equation2,1,alps4141,alps4141::alps_e8342dc399de_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_d7696fd2cfc8e032,alps4141::alps_358816c4ead4_to_Equation2,1,alps4141,alps4141::alps_358816c4ead4_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_d302dde52d088c9a,alps4141::alps_af9760b92145_to_Equation2,1,alps4141,alps4141::alps_af9760b92145_to_Equation2,completed_no_decisive_result,resource_exhausted,resource_exhausted,False,False,False
alpha_41a8a912bdb296fe,alps4141::alps_41750ae8594f_to_Equation2,1,alps4141,alps4141::alps_41750ae8594f_to_Equation2,completed_no_decisive_result,resource_exhausted,resource_exhausted,False,False,False
alpha_7b8822f09dcf0547,alps4141::alps_1ab9c53449a2_to_Equation2,1,alps4141,alps4141::alps_1ab9c53449a2_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_8662ea0cca166267,alps4141::alps_f9e7dc9e2abc_to_Equation2,1,alps4141,alps4141::alps_f9e7dc9e2abc_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_ec6f58cff2547b85,alps4141::alps_6e8647da749b_to_Equation2,1,alps4141,alps4141::alps_6e8647da749b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_ee29d25a9b8c7260,alps4141::alps_4d126a01fd7b_to_Equation2,1,alps4141,alps4141::alps_4d126a01fd7b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_afee779438c78a84,alps4141::alps_7f9440e01f3b_to_Equation2,1,alps4141,alps4141::alps_7f9440e01f3b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_34142228bea6fa65,alps4141::alps_8ebd0d5596b6_to_Equation2,1,alps4141,alps4141::alps_8ebd0d5596b6_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_d2436561523894e3,alps4141::alps_7d4eb3a6fa48_to_Equation2,1,alps4141,alps4141::alps_7d4eb3a6fa48_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
alpha_1f306678224e3ef4,alps4141::alps_684a02bd5852_to_Equation2,1,alps4141,alps4141::alps_684a02bd5852_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
alpha_3c5ecc98d0120672,alps4141::alps_5449cf3b73ad_to_Equation2,1,alps4141,alps4141::alps_5449cf3b73ad_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
alpha_0c507709e6baa203,alps4141::alps_e4900ace5b51_to_Equation2,1,alps4141,alps4141::alps_e4900ace5b51_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e5a0e8342167cb6f,alps4141::alps_6fb04ac03a02_to_Equation2,1,alps4141,alps4141::alps_6fb04ac03a02_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
alpha_1fb28a886f4831aa,alps4141::alps_c586f46b7163_to_Equation2,1,alps4141,alps4141::alps_c586f46b7163_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_3c7f8337889b9718,austin96::order5_austin_unknown_E40221_to_E2,2,alps4141+austin96,austin96::order5_austin_unknown_E40221_to_E2 | alps4141::alps_59c4d40203e1_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_6b01abb24a372053,alps4141::alps_0c9bbc702190_to_Equation2,1,alps4141,alps4141::alps_0c9bbc702190_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_7b9138ee93481af1,alps4141::alps_2cf3edde421a_to_Equation2,1,alps4141,alps4141::alps_2cf3edde421a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_26bb59027cc020b9,alps4141::alps_b3541458cd22_to_Equation2,1,alps4141,alps4141::alps_b3541458cd22_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_18455e11893805d6,alps4141::alps_f42bc8405e63_to_Equation2,1,alps4141,alps4141::alps_f42bc8405e63_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_3d441be2afd5042b,alps4141::alps_ec57b09a994b_to_Equation2,1,alps4141,alps4141::alps_ec57b09a994b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_574e82cfcb86587d,alps4141::alps_94f1e0c822f0_to_Equation2,1,alps4141,alps4141::alps_94f1e0c822f0_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_ec40dbde438fcb26,alps4141::alps_a8b7facac7b3_to_Equation2,1,alps4141,alps4141::alps_a8b7facac7b3_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
alpha_374efc1d44d27097,austin96::order5_austin_unknown_E40208_to_E2,2,alps4141+austin96,austin96::order5_austin_unknown_E40208_to_E2 | alps4141::alps_24226510ea8d_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_28059d4db8544a01,alps4141::alps_c815d4563e26_to_Equation2,1,alps4141,alps4141::alps_c815d4563e26_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_00a9d73b5ea01e51,alps4141::alps_b69f55fdabc2_to_Equation2,1,alps4141,alps4141::alps_b69f55fdabc2_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_f8c883059f9f0b13,alps4141::alps_5019f8dc1718_to_Equation2,1,alps4141,alps4141::alps_5019f8dc1718_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_5b45848d6bf0977f,alps4141::alps_496e439ecbea_to_Equation2,1,alps4141,alps4141::alps_496e439ecbea_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_a3e6ffdafbb313e1,alps4141::alps_861f966984ea_to_Equation2,1,alps4141,alps4141::alps_861f966984ea_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_16e3f8adbe469099,alps4141::alps_aca720bb1611_to_Equation2,1,alps4141,alps4141::alps_aca720bb1611_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_72d328ab6979bbfb,alps4141::alps_b49a351fa14a_to_Equation2,1,alps4141,alps4141::alps_b49a351fa14a_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_fe2307eb95edbdaf,alps4141::alps_d2a7d1cae6fb_to_Equation2,1,alps4141,alps4141::alps_d2a7d1cae6fb_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_3885770d5b0cc826,alps4141::alps_53020dbe9e98_to_Equation2,1,alps4141,alps4141::alps_53020dbe9e98_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_6a2f808457e01569,alps4141::alps_f6f94614eaf0_to_Equation2,1,alps4141,alps4141::alps_f6f94614eaf0_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_570ea69856e6a31e,alps4141::alps_614f50e38e1c_to_Equation2,1,alps4141,alps4141::alps_614f50e38e1c_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_54d69a9d238eb448,alps4141::alps_2e38e4b6c3a1_to_Equation2,1,alps4141,alps4141::alps_2e38e4b6c3a1_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_68d23bdcda59eb4d,alps4141::alps_cd7195494dab_to_Equation2,1,alps4141,alps4141::alps_cd7195494dab_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_28cdc4fc066bb0c5,alps4141::alps_22f46cc7f16a_to_Equation2,1,alps4141,alps4141::alps_22f46cc7f16a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_6760c9157909fc3f,alps4141::alps_7efb1c65bc00_to_Equation2,1,alps4141,alps4141::alps_7efb1c65bc00_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_f0d7c69c83a77b8d,alps4141::alps_89be69847d5b_to_Equation2,1,alps4141,alps4141::alps_89be69847d5b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_51925d0ffa794408,alps4141::alps_609c6ae490e7_to_Equation2,1,alps4141,alps4141::alps_609c6ae490e7_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_9df1a0da12470651,alps4141::alps_d28f4fb438ca_to_Equation2,1,alps4141,alps4141::alps_d28f4fb438ca_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e39ebc827085af5a,alps4141::alps_8865e13fee52_to_Equation2,1,alps4141,alps4141::alps_8865e13fee52_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c0c1f869a846dc30,alps4141::alps_b531df65d0d4_to_Equation2,1,alps4141,alps4141::alps_b531df65d0d4_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e38ab6f5573cbcb9,alps4141::alps_d5fe22f7f76b_to_Equation2,1,alps4141,alps4141::alps_d5fe22f7f76b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_79ad2b9b3b1d9f5d,alps4141::alps_dd015fb667a7_to_Equation2,1,alps4141,alps4141::alps_dd015fb667a7_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_4653349b735802e8,alps4141::alps_7fa74093f352_to_Equation2,1,alps4141,alps4141::alps_7fa74093f352_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_ac8289c548c34816,alps4141::alps_6eeec50de4a4_to_Equation2,1,alps4141,alps4141::alps_6eeec50de4a4_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0ba5395c1a5bac01,alps4141::alps_58a4d45d67cd_to_Equation2,1,alps4141,alps4141::alps_58a4d45d67cd_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c028f08d9676a152,alps4141::alps_87f40917e8cd_to_Equation2,1,alps4141,alps4141::alps_87f40917e8cd_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_31c46d3f1f22b550,alps4141::alps_736e406e4881_to_Equation2,1,alps4141,alps4141::alps_736e406e4881_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_6d3094718c9a937b,alps4141::alps_2312790296d1_to_Equation2,1,alps4141,alps4141::alps_2312790296d1_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_3b0f93cd7da013f8,alps4141::alps_8b46d51e819a_to_Equation2,1,alps4141,alps4141::alps_8b46d51e819a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_ce42b6ba6784febb,alps4141::alps_7a19f8fb77dd_to_Equation2,1,alps4141,alps4141::alps_7a19f8fb77dd_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_7d643122aa162e35,alps4141::alps_c6d5c73622d7_to_Equation2,1,alps4141,alps4141::alps_c6d5c73622d7_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c8a7d5e3f5ddb7e4,alps4141::alps_4d73a13e5dde_to_Equation2,1,alps4141,alps4141::alps_4d73a13e5dde_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_d01503863e761c60,alps4141::alps_0548b5d0df4e_to_Equation2,1,alps4141,alps4141::alps_0548b5d0df4e_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_5a197bcf007b96cf,alps4141::alps_240b449d3d05_to_Equation2,1,alps4141,alps4141::alps_240b449d3d05_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_33166371904d2064,alps4141::alps_b295910c1cf2_to_Equation2,1,alps4141,alps4141::alps_b295910c1cf2_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_8e752689a28ad7e3,alps4141::alps_d89cee0c197b_to_Equation2,1,alps4141,alps4141::alps_d89cee0c197b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_d3812f02f3ce7a29,alps4141::alps_8a923ee9f831_to_Equation2,1,alps4141,alps4141::alps_8a923ee9f831_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_35575bb9946943b4,alps4141::alps_43fcef37494f_to_Equation2,1,alps4141,alps4141::alps_43fcef37494f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_6a0d7c7a617ae8ee,alps4141::alps_4e53f89113b2_to_Equation2,1,alps4141,alps4141::alps_4e53f89113b2_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0286f88e0d3d6139,alps4141::alps_7eab5699039a_to_Equation2,1,alps4141,alps4141::alps_7eab5699039a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_43ef8cbb8cc4417d,alps4141::alps_8eb225e3320f_to_Equation2,1,alps4141,alps4141::alps_8eb225e3320f_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_a5b3d96197444f6d,alps4141::alps_9c325ba4dc42_to_Equation2,1,alps4141,alps4141::alps_9c325ba4dc42_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_1286dae2f9956cdf,alps4141::alps_9b800bb12069_to_Equation2,1,alps4141,alps4141::alps_9b800bb12069_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_722f56399c72157f,alps4141::alps_d688f4b33c8f_to_Equation2,1,alps4141,alps4141::alps_d688f4b33c8f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_a15e633d2b5985e9,alps4141::alps_6da7121988dd_to_Equation2,1,alps4141,alps4141::alps_6da7121988dd_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_40313480fe45a2c1,alps4141::alps_a04be0bd7d5b_to_Equation2,1,alps4141,alps4141::alps_a04be0bd7d5b_to_Equation2,theorem,resource_exhausted,resource_exhausted,True,False,False
alpha_b666e28b6c0df410,alps4141::alps_3d1a86236c87_to_Equation2,1,alps4141,alps4141::alps_3d1a86236c87_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e651c41ec2de8f09,alps4141::alps_43df88086383_to_Equation2,1,alps4141,alps4141::alps_43df88086383_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_cffc4b5cb737bef6,alps4141::alps_4829943fdc24_to_Equation2,1,alps4141,alps4141::alps_4829943fdc24_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_f9af6b48b44ae5c1,alps4141::alps_835a82ffdf55_to_Equation2,1,alps4141,alps4141::alps_835a82ffdf55_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_b960cc425c72863f,alps4141::alps_07928c99b7e1_to_Equation2,1,alps4141,alps4141::alps_07928c99b7e1_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_7a0e5202a146a74e,alps4141::alps_c4cfc8c94571_to_Equation2,1,alps4141,alps4141::alps_c4cfc8c94571_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_2eb502092020a793,alps4141::alps_5f307e47c106_to_Equation2,1,alps4141,alps4141::alps_5f307e47c106_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_a8e846264f3d9515,alps4141::alps_7534e6e00290_to_Equation2,1,alps4141,alps4141::alps_7534e6e00290_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_70566542c919c92a,alps4141::alps_fbe7fb6e09d0_to_Equation2,1,alps4141,alps4141::alps_fbe7fb6e09d0_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_b0681f0a61950869,alps4141::alps_abbf5595d7b5_to_Equation2,1,alps4141,alps4141::alps_abbf5595d7b5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_97e192bcd47364cd,alps4141::alps_5ed9de8314a6_to_Equation2,1,alps4141,alps4141::alps_5ed9de8314a6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c5a384d322d3867b,alps4141::alps_62057b3556b9_to_Equation2,1,alps4141,alps4141::alps_62057b3556b9_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_d4206fa461294236,alps4141::alps_790ddcf65f40_to_Equation2,1,alps4141,alps4141::alps_790ddcf65f40_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_35bce94b32ca2b38,alps4141::alps_c897b50d7b49_to_Equation2,1,alps4141,alps4141::alps_c897b50d7b49_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_725a1dac0493e6c2,alps4141::alps_1e2578b30976_to_Equation2,1,alps4141,alps4141::alps_1e2578b30976_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_1845a7cf38f1142d,alps4141::alps_fa58f6f0d849_to_Equation2,1,alps4141,alps4141::alps_fa58f6f0d849_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_0a1a0f01c6d98fea,alps4141::alps_783011731a51_to_Equation2,1,alps4141,alps4141::alps_783011731a51_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_3832f6fb7c3808d1,alps4141::alps_98eac947cdec_to_Equation2,1,alps4141,alps4141::alps_98eac947cdec_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c468452026ce84ca,alps4141::alps_d6b97e3a94ce_to_Equation2,1,alps4141,alps4141::alps_d6b97e3a94ce_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_7b9a785e100f6a4b,alps4141::alps_a64160eac965_to_Equation2,1,alps4141,alps4141::alps_a64160eac965_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c14dfe25a6c73734,alps4141::alps_a33879232bb0_to_Equation2,1,alps4141,alps4141::alps_a33879232bb0_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_9cfcd9c512203ac2,alps4141::alps_4356a91ba07d_to_Equation2,1,alps4141,alps4141::alps_4356a91ba07d_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_caa2bf24799534e1,alps4141::alps_0db1335ed2eb_to_Equation2,1,alps4141,alps4141::alps_0db1335ed2eb_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_cb9934fc832ccf98,alps4141::alps_19101bb0a089_to_Equation2,1,alps4141,alps4141::alps_19101bb0a089_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_8cb2888f4b6bdf25,alps4141::alps_5e9375b39c1c_to_Equation2,1,alps4141,alps4141::alps_5e9375b39c1c_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_b76084c92f7402d1,alps4141::alps_ca7c35dee51b_to_Equation2,1,alps4141,alps4141::alps_ca7c35dee51b_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_503a6647fde36b8b,alps4141::alps_b316d52ecaba_to_Equation2,1,alps4141,alps4141::alps_b316d52ecaba_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_f63a52ce8a4e9815,alps4141::alps_e07dd42cbe78_to_Equation2,1,alps4141,alps4141::alps_e07dd42cbe78_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_689350fe252a9cb3,alps4141::alps_867db9bdc5e0_to_Equation2,1,alps4141,alps4141::alps_867db9bdc5e0_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_a03edac9670c1ec7,alps4141::alps_24c2d15b90e9_to_Equation2,1,alps4141,alps4141::alps_24c2d15b90e9_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e2b319c4c2aca62b,alps4141::alps_8a0caf1b15db_to_Equation2,1,alps4141,alps4141::alps_8a0caf1b15db_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_1c81e14de35b737b,alps4141::alps_149214e5831d_to_Equation2,1,alps4141,alps4141::alps_149214e5831d_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0ee5e3f1ea200b72,alps4141::alps_65e852907433_to_Equation2,1,alps4141,alps4141::alps_65e852907433_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0231ffa4b3f0b86c,alps4141::alps_e950c3927baf_to_Equation2,1,alps4141,alps4141::alps_e950c3927baf_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_475236b1209f887c,alps4141::alps_7f2c618536e6_to_Equation2,1,alps4141,alps4141::alps_7f2c618536e6_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
alpha_5ef80e3126fd836c,alps4141::alps_ad889cd39f6f_to_Equation2,1,alps4141,alps4141::alps_ad889cd39f6f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_25df325d1f2b76ce,alps4141::alps_26f7bcf001ed_to_Equation2,1,alps4141,alps4141::alps_26f7bcf001ed_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_2c74299f509a1b12,alps4141::alps_185f89168ed7_to_Equation2,1,alps4141,alps4141::alps_185f89168ed7_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_9a9a91277677db11,alps4141::alps_56f283bf2d24_to_Equation2,1,alps4141,alps4141::alps_56f283bf2d24_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_f1a96198f496b9cd,alps4141::alps_4999d2be7aec_to_Equation2,1,alps4141,alps4141::alps_4999d2be7aec_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_34f9a18c11cb412f,alps4141::alps_85730bfe9b6a_to_Equation2,1,alps4141,alps4141::alps_85730bfe9b6a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_a6143ac41ba8aedd,alps4141::alps_4620b283dd60_to_Equation2,1,alps4141,alps4141::alps_4620b283dd60_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
alpha_d7fbe20aa7aac0fa,alps4141::alps_259c760de892_to_Equation2,1,alps4141,alps4141::alps_259c760de892_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_2c474fff8e4b5bc6,alps4141::alps_c2da8dda784c_to_Equation2,1,alps4141,alps4141::alps_c2da8dda784c_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_a3973a1f59a4f78c,alps4141::alps_68682feb95c3_to_Equation2,1,alps4141,alps4141::alps_68682feb95c3_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_e16a0596692947c4,alps4141::alps_1fbeee688761_to_Equation2,1,alps4141,alps4141::alps_1fbeee688761_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e7a5d33fcef813ad,alps4141::alps_052b954ebc95_to_Equation2,1,alps4141,alps4141::alps_052b954ebc95_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
